,order_id,product_category,product_id,order_date,delivery_date,amount,qty,valid_delivered_qty,unit_price
302,302,4,47,2021-07-16,2021-07-30,3483762.631574799,10.0,10.0,348376.2631574799
299,299,4,43,2021-07-16,2021-07-27,1171263.4071488967,10.0,10.0,117126.34071488967
300,300,4,45,2021-07-16,2021-08-02,2042193.2533803764,20.0,20.0,102109.66266901881
304,304,4,26,2021-07-16,2021-07-22,1777496.9652657062,10.0,10.0,177749.69652657062
301,301,4,46,2021-07-16,2021-08-02,4454404.83457242,20.0,20.0,222720.241728621
305,305,4,21,2021-07-16,2021-07-22,646660.9458122698,10.0,10.0,64666.09458122698
298,298,4,42,2021-07-16,2021-07-27,390423.5383079033,5.0,5.0,78084.70766158066
308,308,4,42,2021-07-16,2021-07-28,469531.63468215446,5.0,5.0,93906.3269364309
303,303,4,48,2021-07-16,2021-07-28,713569.706509174,20.0,20.0,35678.4853254587
309,309,4,63,2021-07-19,2021-07-21,988088.1812565724,3.0,3.0,329362.7270855241
310,310,4,1,2021-07-20,2021-07-23,3870401.613581362,20.0,20.0,193520.0806790681
311,311,4,1,2021-07-20,2021-07-27,3870401.613581362,20.0,20.0,193520.0806790681
312,312,3,73,2021-07-23,2021-07-29,801178.3478510936,480.0,480.0,1669.1215580231117
315,315,4,46,2021-07-26,2021-08-13,6606561.305366039,30.0,30.0,220218.71017886797
316,316,4,45,2021-07-26,2021-08-24,3028883.8637086903,30.0,30.0,100962.79545695634
313,313,4,26,2021-07-26,2021-08-04,1777496.9652657062,10.0,10.0,177749.69652657062
314,314,4,67,2021-07-26,2021-07-27,95024.72978313651,1.0,1.0,95024.72978313651
320,320,4,46,2021-07-27,2021-08-11,2474351.473977132,20.0,20.0,123717.57369885659
317,317,3,73,2021-07-27,2021-07-29,805565.0451400083,480.0,480.0,1678.2605107083507
318,318,4,43,2021-07-27,2021-08-11,1280842.6176136725,11.0,11.0,116440.23796487931
322,322,4,1,2021-07-27,2021-08-06,5786212.794928732,30.0,30.0,192873.75983095774
321,321,4,47,2021-07-27,2021-09-06,3463355.4447087366,10.0,10.0,346335.54447087366
325,325,4,71,2021-07-27,2021-08-06,1477895.3280157757,5.0,5.0,295579.0656031551
323,323,4,61,2021-07-27,2021-08-06,555330.3656786551,10.0,10.0,55533.03656786551
336,336,4,26,2021-07-27,2021-08-18,295890.0636445542,4.0,4.0,73972.51591113854
326,326,4,70,2021-07-27,2021-08-06,776273.0301345991,5.0,5.0,155254.60602691982
324,324,4,58,2021-07-27,2021-08-06,1033043.460118198,10.0,10.0,103304.3460118198
319,319,4,45,2021-07-27,2021-08-18,1691276.9008347634,28.0,28.0,60402.746458384405
331,331,4,0,2021-07-30,2021-08-06,1009843.3342379244,20.0,20.0,50492.16671189622
330,330,4,21,2021-07-30,2021-08-03,623728.0231890944,15.0,15.0,41581.86821260629
327,327,4,22,2021-07-30,2021-08-05,99795.3431920472,2.0,2.0,49897.6715960236
328,328,4,42,2021-07-30,2021-08-03,465751.99491608376,5.0,5.0,93150.39898321676
329,329,4,48,2021-07-30,2021-08-03,352847.82057188114,10.0,10.0,35284.78205718812
332,332,4,46,2021-08-05,2021-08-13,2448680.500018127,20.0,20.0,122434.02500090635
333,333,4,0,2021-08-10,2021-08-23,1004907.0271623957,20.0,20.0,50245.351358119784
334,334,4,1,2021-08-10,2021-08-23,5727944.518605069,30.0,30.0,190931.48395350232
335,335,4,46,2021-08-12,2021-08-23,6589870.904291052,30.0,30.0,219662.36347636842
345,345,4,0,2021-08-19,2021-09-17,857590.1156007848,17.0,17.0,50446.477388281455
344,344,4,1,2021-08-19,2021-08-27,238582.76690549517,3.0,3.0,79527.58896849838
341,341,4,1,2021-08-19,2021-08-27,5136256.115936644,27.0,27.0,190231.7079976535
343,343,4,46,2021-08-19,2021-09-07,2200632.678230648,10.0,10.0,220063.2678230648
339,339,4,46,2021-08-19,2021-09-03,2440456.94703998,20.0,20.0,122022.847351999
338,338,4,47,2021-08-19,2021-09-06,5123869.79618702,15.0,15.0,341591.31974580133
337,337,4,45,2021-08-19,2021-09-24,3003629.533807389,30.0,30.0,100120.9844602463
340,340,4,0,2021-08-19,2021-08-27,150183.59690942967,3.0,3.0,50061.19896980989
346,346,4,63,2021-08-24,2021-08-27,3264157.857424485,10.0,10.0,326415.7857424485
349,349,4,67,2021-08-24,2021-08-27,474908.6412825245,5.0,5.0,94981.7282565049
342,342,3,73,2021-08-24,2021-08-30,805223.6763794831,480.0,480.0,1677.5493257905898
348,348,4,58,2021-08-26,2021-09-17,3080982.899924354,30.0,30.0,102699.42999747847
360,360,4,0,2021-08-26,2021-09-20,645811.1487941459,13.0,13.0,49677.780676472765
350,350,4,71,2021-08-26,2021-09-17,2327050.2052061693,20.0,20.0,116352.51026030847
351,351,4,0,2021-08-26,2021-09-20,857807.5177258729,17.0,17.0,50459.26574858076
347,347,4,61,2021-08-26,2021-09-17,1656235.6052947773,30.0,30.0,55207.85350982591
352,352,4,22,2021-08-31,2021-09-01,149693.0147880708,3.0,3.0,49897.6715960236
353,353,4,67,2021-09-06,2021-09-09,94687.1732700103,1.0,1.0,94687.1732700103
354,354,4,22,2021-09-07,2021-09-08,199590.6863840944,4.0,4.0,49897.6715960236
357,357,4,63,2021-09-09,2021-09-17,1307582.886251869,4.0,4.0,326895.7215629672
355,355,4,42,2021-09-09,2021-09-13,772666.2455720608,10.0,10.0,77266.62455720609
356,356,4,50,2021-09-09,2021-09-13,3868338.074320248,20.0,20.0,193416.9037160124
358,358,3,73,2021-09-10,2021-09-15,993788.0608458336,600.0,600.0,1656.313434743056
359,359,4,67,2021-09-15,2021-09-17,376347.6103818105,4.0,4.0,94086.90259545263
361,361,4,26,2021-09-21,2021-09-24,734349.1302082037,10.0,10.0,73434.91302082037
362,362,4,45,2021-09-21,2021-09-24,1782227.2825344745,30.0,30.0,59407.57608448248
363,363,4,63,2021-09-21,2021-09-27,1292042.8953736925,4.0,4.0,323010.7238434231
364,364,3,73,2021-09-22,2021-09-24,596906.3799635386,360.0,360.0,1658.0732776764962
376,376,4,46,2021-09-29,2021-10-21,1170569.7752467133,10.0,10.0,117056.97752467133
372,372,4,58,2021-09-29,2021-10-07,1001787.2970380422,10.0,10.0,100178.72970380422
371,371,4,61,2021-09-29,2021-10-08,775952.9429945904,10.0,10.0,77595.29429945904
370,370,4,26,2021-09-29,2021-10-05,2666245.4478985597,15.0,15.0,177749.69652657065
369,369,4,21,2021-09-29,2021-10-05,969991.4187184048,15.0,15.0,64666.094581226986
367,367,4,46,2021-09-29,2021-10-04,4294327.1015031785,20.0,20.0,214716.35507515894
366,366,4,45,2021-09-29,2021-10-04,1757255.3269335527,30.0,30.0,58575.177564451755
365,365,4,50,2021-09-29,2021-10-04,1507522.834107755,8.0,8.0,188440.35426346937
368,368,4,1,2021-09-29,2021-10-08,2244457.159723121,12.0,12.0,187038.09664359342
373,373,3,73,2021-10-06,2021-10-11,986172.4934334802,600.0,600.0,1643.6208223891335
374,374,4,32,2021-10-18,2021-11-01,1078315.3334991403,6.0,6.0,179719.2222498567
375,375,4,58,2021-10-18,2021-10-21,2936236.068923759,30.0,30.0,97874.53563079196
377,377,4,1,2021-10-25,2021-10-26,3644573.663385148,20.0,20.0,182228.68316925742
380,380,4,45,2021-11-01,2021-11-03,1138500.9180357938,20.0,20.0,56925.045901789694
381,381,4,48,2021-11-01,2022-05-16,501409.87214196223,15.0,15.0,33427.324809464146
379,379,4,0,2021-11-01,2021-11-03,455827.15649269294,15.0,15.0,30388.477099512864
378,378,4,61,2021-11-01,2021-11-03,1046714.2112054428,20.0,10.0,52335.71056027214
382,382,4,47,2021-11-04,2021-11-17,1104314.714317953,10.0,10.0,110431.4714317953
383,383,4,71,2021-11-04,2021-11-09,1109982.3972209755,10.0,10.0,110998.23972209755
384,384,4,31,2021-11-08,2021-12-22,1078315.3334991403,6.0,6.0,179719.2222498567
385,385,3,73,2021-11-09,2021-11-11,776206.2445731834,480.0,480.0,1617.0963428607986
386,386,3,73,2021-11-10,2021-11-17,581250.4367210759,360.0,360.0,1614.584546447433
387,387,4,1,2021-11-15,2021-11-19,1130143.5821834928,15.0,15.0,75342.90547889953
388,388,4,61,2021-11-15,2021-11-19,1045792.0218173,20.0,20.0,52289.601090865
390,390,4,45,2021-11-15,2021-11-19,1137497.8615627242,20.0,20.0,56874.893078136214
389,389,4,21,2021-11-15,2021-11-18,969991.4187184048,15.0,15.0,64666.094581226986
391,391,4,50,2021-11-15,2021-11-19,1265070.994133831,15.0,15.0,84338.06627558873
394,394,4,48,2021-11-17,2022-03-16,670452.4554698501,20.0,20.0,33522.622773492505
392,392,3,73,2021-11-17,2021-11-23,1577586.8044926135,960.0,960.0,1643.319588013139
393,393,4,47,2021-11-17,2022-01-10,3301470.42466214,30.0,30.0,110049.01415540467
395,395,4,46,2021-11-18,2021-12-08,2333746.287323204,20.0,20.0,116687.3143661602
396,396,4,58,2021-11-18,2021-11-24,1948681.3939325116,20.0,20.0,97434.06969662558
397,397,4,1,2021-11-22,2021-11-24,5472599.188048983,30.0,30.0,182419.9729349661
398,398,4,1,2021-11-22,2021-11-24,758507.6742786169,10.0,10.0,75850.76742786169
399,399,4,42,2021-11-23,2021-11-29,2207584.188450577,30.0,30.0,73586.13961501924
400,400,4,50,2021-11-23,2021-11-29,1698131.2333851615,20.0,20.0,84906.56166925808
405,405,4,0,2021-12-01,2021-12-06,1725742.1379727593,35.0,35.0,49306.918227793125
402,402,4,26,2021-12-01,2021-12-07,1777496.9652657062,10.0,10.0,177749.69652657062
404,404,4,37,2021-12-01,2021-12-08,3362120.0982612986,30.0,30.0,112070.66994204329
401,401,4,32,2021-12-01,2021-12-07,430013.1162507988,5.0,5.0,86002.62325015976
403,403,4,43,2021-12-01,2021-12-08,1131148.0661852194,10.0,10.0,113114.80661852195
406,406,4,32,2021-12-03,2022-01-14,751045.8091464331,4.0,4.0,187761.45228660828
407,407,3,73,2021-12-09,2021-12-10,802817.7876309409,480.0,480.0,1672.5370575644602
408,408,4,22,2021-12-15,2021-12-22,95162.46065859003,2.0,2.0,47581.23032929502
409,409,4,63,2021-12-15,2021-12-16,1246176.6777425478,4.0,4.0,311544.16943563696
410,410,4,67,2021-12-20,2021-12-22,548204.4698795442,6.0,6.0,91367.4116465907
411,411,4,63,2021-12-20,2021-12-22,1884446.1840023631,6.0,6.0,314074.36400039383
412,412,2,83,2021-12-21,2021-12-27,4320513.898529194,46.0,46.0,93924.21518541727
413,413,2,83,2021-12-22,2021-12-29,186649.7050130524,2.0,2.0,93324.8525065262
415,415,4,63,2021-12-29,2022-01-11,1878055.0637341384,6.0,6.0,313009.17728902306
414,414,3,73,2021-12-29,2022-01-11,1598038.4895977094,960.0,960.0,1664.6234266642807
416,416,4,22,2022-01-17,2022-01-24,99826.36322218896,2.0,2.0,49913.18161109448
417,417,4,45,2022-01-18,2022-01-20,1240292.1325089172,20.0,20.0,62014.606625445864
418,418,4,1,2022-01-18,2022-01-24,5951990.869133396,30.0,30.0,198399.69563777986
419,419,4,70,2022-01-26,2022-01-28,3162398.833109561,20.0,20.0,158119.94165547803
420,420,4,43,2022-01-26,2022-01-28,1832477.2162797707,15.0,15.0,122165.14775198471
421,421,4,45,2022-02-02,2022-02-07,2478470.9639167488,40.0,40.0,61961.77409791872
422,422,4,22,2022-02-10,2022-02-16,239625.62966647564,4.0,4.0,59906.40741661891
427,427,4,50,2022-02-11,2022-02-16,1353669.5844096325,15.0,15.0,90244.63896064217
426,426,4,46,2022-02-11,2022-02-15,3497680.4168596715,15.0,15.0,233178.69445731145
425,425,4,58,2022-02-11,2022-02-14,1550203.9107175523,15.0,15.0,103346.92738117016
423,423,4,0,2022-02-11,2022-02-14,519663.383729263,10.0,10.0,51966.3383729263
424,424,4,1,2022-02-11,2022-02-14,2925250.544309554,15.0,15.0,195016.70295397026
428,428,4,32,2022-02-18,2022-02-25,764832.4892094359,4.0,4.0,191208.12230235897
429,429,3,73,2022-02-21,2022-02-25,1708663.0893509446,960.0,960.0,1779.8573847405673
452,452,4,21,2022-03-02,2022-04-04,725941.9716739987,5.0,5.0,145188.39433479976
453,453,4,26,2022-03-02,2022-04-04,1920721.4667207885,5.0,5.0,384144.2933441577
454,454,4,31,2022-03-02,2022-04-04,254079.6900858996,1.0,1.0,254079.6900858996
514,514,4,26,2022-03-02,2022-06-17,1333959.772381676,13.0,13.0,102612.29018320584
495,495,4,21,2022-03-02,2022-05-16,103666.22278825071,1.0,1.0,103666.22278825071
492,492,4,0,2022-03-02,2022-05-16,1615772.3871568756,15.0,15.0,107718.15914379171
468,468,4,1,2022-03-02,2022-06-08,13854384.768622544,50.0,50.0,277087.69537245086
515,515,4,45,2022-03-02,2022-06-17,1542138.641333017,18.0,18.0,85674.36896294539
449,449,4,45,2022-03-02,2022-05-16,4334682.703268567,53.0,35.0,81786.46609940693
471,471,4,58,2022-03-02,2022-05-18,15382215.569241432,75.0,75.0,205096.20758988577
483,483,4,26,2022-03-02,2022-05-16,4551204.906631779,15.0,15.0,303413.6604421186
482,482,4,21,2022-03-02,2022-05-16,573380.1457173894,5.0,4.0,114676.02914347788
474,474,4,0,2022-03-02,2022-04-28,3601935.182679801,30.0,30.0,120064.5060893267
450,450,4,58,2022-03-02,2022-03-15,16529640.18536107,100.0,25.0,165296.4018536107
467,467,4,1,2022-03-02,2022-05-13,31098377.46045145,85.0,85.0,365863.2642406053
475,475,4,24,2022-03-02,2022-05-04,1027919.7001494126,5.0,5.0,205583.94002988253
469,469,4,71,2022-03-02,2022-06-08,11880212.603767272,50.0,50.0,237604.25207534543
470,470,4,61,2022-03-02,2022-05-19,8653050.374087207,80.0,80.0,108163.12967609009
431,431,4,21,2022-03-02,2022-04-01,810745.0224569624,5.0,5.0,162149.00449139246
451,451,4,24,2022-03-02,2022-04-04,1275171.3990673092,5.0,5.0,255034.27981346185
440,440,4,22,2022-03-02,2022-03-05,1114774.4058783234,5.0,5.0,222954.88117566466
432,432,4,26,2022-03-02,2022-05-04,15015673.43675499,35.0,20.0,429019.24105014256
433,433,4,1,2022-03-02,2022-03-14,30950472.73478929,110.0,25.0,281367.9339526299
434,434,4,71,2022-03-02,2022-03-15,10193429.601888446,60.0,10.0,169890.49336480742
435,435,4,0,2022-03-02,2022-03-14,971204.9748182362,20.0,20.0,48560.24874091181
437,437,4,31,2022-03-02,2022-03-05,2878144.8297222164,6.0,6.0,479690.8049537027
438,438,4,32,2022-03-02,2022-04-04,8229061.977938168,29.0,4.0,283760.7578599368
439,439,4,50,2022-03-02,2022-05-16,567521.5157198736,2.0,2.0,283760.7578599368
430,430,4,22,2022-03-02,2022-05-04,1114774.4058783234,5.0,5.0,222954.88117566466
436,436,4,61,2022-03-02,2022-03-15,7783715.227333437,100.0,20.0,77837.15227333437
476,476,4,21,2022-03-02,2022-05-04,1174765.3715993285,10.0,10.0,117476.53715993285
442,442,4,24,2022-03-02,2022-03-05,1047212.3206735764,5.0,5.0,209442.4641347153
443,443,4,42,2022-03-02,2022-05-17,2098245.88889513,20.0,20.0,104912.2944447565
444,444,4,26,2022-03-02,2022-05-18,2742760.844731376,28.0,20.0,97955.744454692
445,445,4,43,2022-03-02,2022-03-17,1573684.416671347,10.0,10.0,157368.4416671347
446,446,4,50,2022-03-02,2022-04-15,2626567.658410839,10.0,10.0,262656.7658410839
448,448,4,46,2022-03-02,2022-05-20,6693329.179629625,40.0,40.0,167333.22949074063
447,447,4,47,2022-03-02,2022-05-17,8894983.24405274,19.0,19.0,468157.01284488104
441,441,4,22,2022-03-02,2022-04-04,6485960.179655699,40.0,10.0,162149.00449139246
603,603,4,37,2022-04-12,2022-10-20,144356.29597705437,1.0,1.0,144356.29597705437
602,602,4,37,2022-04-12,2022-10-20,1587919.255747598,11.0,11.0,144356.29597705437
455,455,4,37,2022-04-12,2022-10-20,636173.3526374863,3.0,3.0,212057.78421249543
456,456,4,24,2022-04-12,2022-10-20,1457897.266460906,10.0,10.0,145789.7266460906
461,461,4,23,2022-04-19,2022-09-08,2215686.8958110143,15.0,15.0,147712.4597207343
581,581,4,46,2022-04-19,2022-09-13,249696.4711982119,1.0,1.0,249696.4711982119
585,585,4,64,2022-04-19,2022-09-14,177457.0250040903,2.0,2.0,88728.51250204515
609,609,4,64,2022-04-19,2022-11-24,2265898.7237766045,22.0,22.0,102995.3965353002
569,569,4,64,2022-04-19,2022-09-14,1597772.6222489688,18.0,18.0,88765.14568049827
460,460,4,47,2022-04-19,2022-09-06,4923748.65735781,20.0,20.0,246187.43286789051
458,458,4,24,2022-04-19,2022-09-06,2954249.194414686,20.0,20.0,147712.4597207343
465,465,4,0,2022-04-19,2022-06-24,788290.8215861293,10.0,10.0,78829.08215861293
463,463,4,58,2022-04-19,2022-06-23,2891247.30368848,9.0,9.0,321249.70040983113
459,459,4,37,2022-04-19,2022-09-06,3385077.2019334943,11.0,2.0,307734.2910848631
464,464,4,47,2022-04-19,2022-06-24,1352808.7647865184,4.0,4.0,338202.1911966296
466,466,4,1,2022-04-19,2022-06-24,2195347.556890403,10.0,10.0,219534.7556890403
462,462,4,45,2022-04-19,2022-06-23,1693553.829601168,9.0,9.0,188172.6477334631
457,457,4,24,2022-04-19,2022-09-06,1181699.6777658744,8.0,8.0,147712.4597207343
473,473,4,61,2022-04-25,2022-05-31,618603.4106126232,3.0,3.0,206201.1368708744
472,472,3,73,2022-05-01,2022-08-22,1835174.208472816,1000.0,1000.0,1835.174208472816
477,477,4,45,2022-05-05,2022-09-21,1783020.3204374395,10.0,10.0,178302.03204374394
479,479,4,48,2022-05-05,2022-09-22,1162839.3394157216,10.0,10.0,116283.93394157216
478,478,4,46,2022-05-05,2022-09-21,4496312.112407457,10.0,10.0,449631.21124074573
480,480,4,50,2022-05-05,2022-09-22,4031176.376641168,10.0,10.0,403117.6376641168
481,481,4,39,2022-05-05,2022-09-21,5891719.319706323,10.0,10.0,589171.9319706323
487,487,4,1,2022-05-06,2022-07-11,11534562.357506638,30.0,30.0,384485.41191688797
509,509,4,51,2022-05-06,2022-07-11,11361772.419132734,20.0,20.0,568088.6209566367
486,486,4,71,2022-05-06,2022-07-11,16492014.687931327,20.0,20.0,824600.7343965664
485,485,4,61,2022-05-06,2022-07-08,9681258.34715165,30.0,30.0,322708.6115717217
484,484,3,73,2022-05-06,2022-07-17,1912143.031894115,960.0,960.0,1991.8156582230365
491,491,4,47,2022-05-12,2022-07-25,9249527.525454003,23.0,23.0,402153.3706719132
488,488,4,61,2022-05-12,2022-07-21,12064600.627775963,50.0,50.0,241292.01255551926
489,489,4,58,2022-05-12,2022-07-25,28150735.618779637,50.0,50.0,563014.7123755928
490,490,4,1,2022-05-12,2022-07-26,15281827.461849554,50.0,50.0,305636.5492369911
494,494,4,61,2022-05-13,2022-06-10,371565.6277921097,3.0,3.0,123855.20926403656
493,493,4,0,2022-05-13,2022-06-10,159381.2457486643,3.0,3.0,53127.08191622144
496,496,4,58,2022-05-17,2022-06-14,697668.6256932232,2.0,2.0,348834.3128466116
497,497,4,58,2022-05-18,2022-06-10,750485.9058087317,2.0,2.0,375242.95290436584
565,565,4,1,2022-05-19,2022-08-19,8021521.294406944,26.0,26.0,308520.04978488246
564,564,4,0,2022-05-19,2022-08-19,1953559.434755995,16.0,16.0,122097.46467224968
566,566,4,1,2022-05-19,2022-08-19,925560.1493546474,3.0,3.0,308520.04978488246
563,563,4,0,2022-05-19,2022-08-19,854682.2527057478,7.0,7.0,122097.4646722497
562,562,4,0,2022-05-19,2022-08-19,122097.46467224968,1.0,1.0,122097.46467224968
498,498,4,0,2022-05-19,2022-08-19,732584.7880334981,6.0,6.0,122097.46467224968
499,499,4,1,2022-05-19,2022-08-19,308520.04978488246,1.0,1.0,308520.04978488246
500,500,3,73,2022-05-23,2022-05-26,8556718.599089209,1920.0,1920.0,4456.624270358963
501,501,3,73,2022-05-25,2022-08-30,19985744.27363697,9600.0,9600.0,2081.8483618371843
502,502,4,54,2022-05-28,2022-12-12,3474243.3758766823,50.0,50.0,69484.86751753365
503,503,4,56,2022-05-28,2023-03-07,12352865.336450426,50.0,50.0,247057.30672900853
505,505,4,56,2022-05-28,2022-12-13,12352865.336450426,50.0,50.0,247057.30672900853
504,504,4,54,2022-05-28,2022-10-27,3474243.3758766823,50.0,50.0,69484.86751753365
506,506,0,17,2022-06-02,2022-07-26,60837859.06901569,53.0,53.0,1147884.1333776545
507,507,4,67,2022-06-03,2022-07-27,1337472.0932548698,10.0,10.0,133747.20932548697
533,533,4,63,2022-06-03,2022-08-11,9568047.792860728,15.0,15.0,637869.8528573818
519,519,4,0,2022-06-03,2022-07-27,522843.42867501697,8.0,8.0,65355.42858437712
528,528,4,0,2022-06-03,2022-07-27,53009.78484224541,1.0,1.0,53009.78484224541
527,527,4,0,2022-06-03,2022-07-27,158605.90649622973,3.0,3.0,52868.63549874324
508,508,3,73,2022-06-06,2022-08-26,4200137.634747042,1920.0,1920.0,2187.5716847640847
643,643,3,73,2022-06-06,2023-04-14,3650115.965759259,2054.0,2030.0,1777.07690640665
523,523,3,73,2022-06-06,2022-08-26,428082.73780655296,240.0,240.0,1783.6780741939706
641,641,3,73,2022-06-06,2023-04-14,3646561.7973876055,2052.0,547.0,1777.0768993116985
642,642,3,73,2022-06-06,2023-04-14,3646561.7973876055,2052.0,2.0,1777.0768993116985
579,579,4,58,2022-06-08,2022-09-06,1361898.4795293512,3.0,3.0,453966.15984311706
511,511,4,58,2022-06-08,2022-09-07,43126785.18509612,95.0,95.0,453966.15984311706
575,575,4,24,2022-06-08,2022-09-02,2367929.264695307,12.0,12.0,197327.4387246089
576,576,4,24,2022-06-08,2022-09-02,1183964.6323476534,6.0,6.0,197327.4387246089
577,577,4,24,2022-06-08,2022-09-02,394654.8774492178,2.0,2.0,197327.4387246089
510,510,4,24,2022-06-08,2022-09-05,1775946.9485214802,9.0,9.0,197327.43872460892
574,574,4,24,2022-06-08,2022-09-05,4143876.2132167863,21.0,21.0,197327.43872460886
578,578,4,58,2022-06-08,2022-09-06,907932.3196862342,2.0,2.0,453966.1598431171
512,512,4,0,2022-06-10,2022-10-28,173401.83111799735,3.0,3.0,57800.61037266578
598,598,4,0,2022-06-10,2022-10-31,449878.3478208851,7.0,7.0,64268.33540298358
599,599,4,0,2022-06-10,2023-01-18,128536.67080596717,2.0,2.0,64268.33540298358
611,611,4,61,2022-06-10,2023-01-18,396521.91808085697,4.0,4.0,99130.47952021424
638,638,4,61,2022-06-10,2023-01-18,194901.39154598085,2.0,2.0,97450.69577299042
639,639,4,61,2022-06-10,2023-01-18,97450.69577299042,1.0,1.0,97450.69577299042
658,658,4,0,2022-06-10,2023-01-18,69984.78632329819,1.0,1.0,69984.78632329819
597,597,4,0,2022-06-10,2022-10-31,257073.34161193436,4.0,4.0,64268.33540298359
513,513,4,1,2022-06-10,2022-11-10,4495603.028985117,28.0,28.0,160557.25103518274
516,516,3,73,2022-06-14,2022-07-22,4056504.825268172,2880.0,2880.0,1408.508619884782
944,944,4,6,2022-06-16,2024-05-20,1723335.0078753384,5.0,5.0,344667.0015750677
517,517,4,21,2022-06-16,2022-06-22,2453700.796927268,13.0,13.0,188746.2151482514
518,518,3,73,2022-06-17,2022-06-23,17113437.198178418,3840.0,3840.0,4456.624270358963
522,522,4,71,2022-06-28,2023-04-03,10036766.940762144,25.0,25.0,401470.67763048573
526,526,4,70,2022-06-28,2022-11-08,8519922.41647455,40.0,20.0,212998.06041186373
525,525,4,71,2022-06-28,2023-01-18,7302790.64269247,20.0,20.0,365139.5321346235
524,524,4,58,2022-06-28,2023-01-18,7563604.594217202,30.0,30.0,252120.15314057338
521,521,4,0,2022-06-28,2023-04-03,788731.6534713052,14.0,7.0,56337.975247950366
560,560,4,0,2022-07-04,2022-08-16,2258609.016089304,30.0,30.0,75286.9672029768
529,529,3,73,2022-07-04,2022-07-15,16502243.012529189,3840.0,3840.0,4297.459117846143
530,530,4,0,2022-07-04,2022-08-16,752869.6720297679,10.0,10.0,75286.96720297678
534,534,0,16,2022-07-05,2022-09-28,43738216.00985809,35.0,34.0,1249663.3145673738
572,572,4,22,2022-07-05,2022-09-02,210156.63385723607,2.0,2.0,105078.31692861803
570,570,4,0,2022-07-05,2022-09-02,5043759.212573665,48.0,48.0,105078.31692861802
532,532,4,37,2022-07-05,2022-07-13,4445110.084651943,10.0,10.0,444511.0084651943
531,531,4,37,2022-07-05,2022-07-12,4107281.7687695567,14.0,14.0,293377.26919782546
571,571,4,22,2022-07-05,2022-08-31,945704.8523575622,9.0,9.0,105078.31692861802
520,520,4,0,2022-07-05,2022-08-31,1155861.4862147984,11.0,11.0,105078.31692861803
535,535,3,73,2022-07-08,2022-07-15,8251121.506264594,1920.0,1920.0,4297.459117846143
536,536,4,0,2022-07-08,2022-08-18,5252725.104004031,60.0,60.0,87545.41840006718
537,537,4,1,2022-07-08,2022-08-17,7338124.5906767985,20.0,20.0,366906.2295338399
656,656,4,56,2022-07-11,2024-01-05,7642005.997065483,30.0,25.0,254733.53323551608
539,539,3,73,2022-07-11,2022-07-25,46311812.66114322,19176.0,19176.0,2415.092441653276
540,540,4,54,2022-07-11,2023-03-03,2271946.398096682,30.0,30.0,75731.54660322274
541,541,4,56,2022-07-11,2023-01-27,5094670.664710321,20.0,20.0,254733.53323551608
538,538,3,73,2022-07-11,2022-07-19,6707856.187500291,1920.0,1920.0,3493.6750976564012
542,542,3,73,2022-07-11,2022-10-07,26998326.235530816,13440.0,13440.0,2008.804035381757
543,543,1,34,2022-07-15,2022-10-01,4675924.798628256,1.0,1.0,4675924.798628256
549,549,4,22,2022-07-19,2022-09-19,909181.3436617992,7.0,7.0,129883.04909454274
545,545,3,73,2022-07-19,2022-12-01,24386648.007404245,13440.0,13440.0,1814.4827386461493
544,544,4,22,2022-07-19,2022-09-19,3766608.4237417392,29.0,29.0,129883.04909454273
546,546,3,73,2022-07-22,2022-07-27,20627803.765661485,4800.0,4800.0,4297.459117846142
547,547,3,73,2022-07-25,2022-07-25,8709517.145501517,2880.0,2880.0,3024.137897743582
548,548,3,73,2022-07-26,2022-08-05,66008972.05011676,15360.0,15360.0,4297.459117846143
550,550,4,57,2022-07-28,2022-11-08,13388671.739755308,50.0,50.0,267773.4347951062
551,551,4,53,2022-07-28,2022-10-26,5703418.240349335,50.0,50.0,114068.36480698669
553,553,4,50,2022-08-01,2022-11-10,46867631.96618657,150.0,150.0,312450.8797745771
554,554,4,0,2022-08-01,2023-04-26,7578160.538202291,50.0,50.0,151563.21076404583
555,555,4,67,2022-08-01,2023-04-25,9824650.8163255,50.0,50.0,196493.01632651
552,552,4,71,2022-08-01,2022-08-30,5772232.340403813,10.0,10.0,577223.2340403813
556,556,4,58,2022-08-02,2022-08-30,957066.4061593396,2.0,2.0,478533.2030796698
557,557,4,54,2022-08-04,2022-10-27,3115341.6271365643,30.0,30.0,103844.72090455214
558,558,2,74,2022-08-05,2022-09-14,5234525.936021438,20.0,20.0,261726.2968010719
559,559,2,75,2022-08-05,2022-09-14,5133861.975713334,50.0,49.0,102677.23951426668
561,561,3,73,2022-08-10,2023-10-11,46369774.8797429,19200.0,19200.0,2415.0924416532757
567,567,4,61,2022-08-22,2023-02-20,11907013.950841537,50.0,50.0,238140.27901683073
568,568,4,58,2022-08-22,2023-03-10,45354074.22868872,100.0,100.0,453540.7422868872
573,573,3,73,2022-09-01,2022-09-01,3979.128812820503,1.0,1.0,3979.128812820503
623,623,4,26,2022-09-06,2022-11-11,1684995.9739551358,5.0,5.0,336999.19479102717
583,583,4,26,2022-09-06,2022-11-11,3369991.947910272,10.0,10.0,336999.1947910272
582,582,4,26,2022-09-06,2022-11-03,6828920.160460966,14.0,14.0,487780.0114614976
